Sr. No.,Route No.,Route Order:,School_Code,School Name,Beneficiary,lat,lng
621,24,6,24240500801,Prathmik Shala Bilmoda ,63,20.719999313354492,73.450599670410156
622,24,7,24240500201,Prathmik Shala Ambapani ,192,20.726600646972656,73.435798645019531
623,24,8,24240500202,Varg Shala Ambapani ,44,20.722200393676758,73.440101623535156
624,24,9,24240508903,Gahval Falia Varg Shala Vangan,58,20.711299896240234,73.418098449707031
625,24,10,24240506802,Prathmik Shala Raibor ,60,20.6914005279541,73.387100219726563
626,24,11,24240506801,Bandhar Falia Varg Shala Raibor ,23,20.709699630737305,73.4011001586914
627,24,12,24240508901,Vangan Prathmik Shala,240,20.690799713134766,73.402702331542969
628,24,13,24240508902,Khora Falia Varg Shala Vangan,190,20.698200225830078,73.4208984375
629,24,14,24240505401,Prathmik Shala Mankuniya,221,20.675600051879883,73.388198852539062
630,24,15,24240505402,Mankuniya Khora Varg Shala ,95,20.66819953918457,73.403701782226563
631,24,16,24240505403,Mankuniya Bari Falia ,55,20.672800064086914,73.388801574707031
632,24,17,24240501602,Beda Falia Chorvani Varg Shala,37,20.620899200439453,73.383003234863281
633,24,18,24240501601,Prathmik Shala Chorvani ,199,20.635700225830078,73.377601623535156
634,24,19,24240506401,Prathmik Shala Nirpan ,176,20.629199981689453,73.397102355957031
635,24,20,24240509004,Vadli Falia Varg Shala Vansda ,40,20.758100509643555,73.373001098632813
636,24,21,24240509005,Vadbari Varg Shala Vansda ,46,20.738700866699219,73.377799987792969
637,24,22,24240504001,Prathmik Shala Khadakiya ,78,20.7322998046875,73.384201049804687
638,24,23,24240509501,Prathmik Shala Zuj,151,20.722700119018555,73.381301879882813
639,24,24,24240505502,Vadli Varg Shala Manpur,41,20.750400543212891,73.392501831054687
640,24,25,24240505501,Prathmik Shala Manpur ,207,20.73859977722168,73.39129638671875
641,25,1,24240507101,Rani Falia Prathmik Shala Sariya,128,20.779600143432617,73.348396301269531
642,25,2,24240507102,Sariya Varg Shala,65,20.771699905395508,73.354499816894531
643,25,3,24240507103,Gadagabari Prathmik Shala,145,20.766700744628906,73.349700927734375
644,25,4,24240502701,Prathmik Shala Jamaliya,252,20.75469970703125,73.343803405761719
645,25,5,24240501401,Prathmik Shala Chikatiya ,88,20.742700576782227,73.3207015991211
646,25,6,24240509001,Buniyadi Kumar Shala Vansda ,355,20.762399673461914,73.361099243164063
647,25,7,24240509008,Kanya Shala Vansda,360,20.76140022277832,73.361503601074219
648,25,8,24240507901,Prathmik Shala Sitapur ,100,20.7549991607666,73.4011001586914
649,25,9,24240505802,Nichla Falia Varg Shala Moti Bhamti ,69,20.783599853515625,73.364501953125
650,25,10,24240505801,Prathmik Shala Moti Bhamti ,166,20.777399063110352,73.366302490234375
651,25,11,24240502601,Prathmik Shala Holipada,112,20.790800094604492,73.368598937988281
652,25,12,24240502401,Prathmik Shala Godhabari ,123,20.789499282836914,73.38909912109375
653,25,13,24240504703,Dungri Falia Varg Shala Kureliya ,10,20.820600509643555,73.3511962890625
654,25,14,24240504704,Chikar Falia Varg Shala Kureliya ,20,20.828300476074219,73.354400634765625
655,25,15,24240504702,Tad Falia Prathmik Shala Kureliya,71,20.804500579833984,73.368202209472656
656,25,16,24240501201,Prathmik Shala Charanwada ,143,20.766500473022461,73.387603759765625
657,25,17,24240508101,Prathmik Shala Tadpada ,54,20.754299163818359,73.45050048828125
658,25,18,24240505301,Prathmik Shala Mahuvas ,110,20.767900466918945,73.40789794921875
659,25,19,24240506302,Varg Shala Navtad ,95,20.754800796508789,73.432899475097656
660,25,20,24240500101,Ambabari Prathmik Shala,146,20.760599136352539,73.433502197265625
661,25,21,24240500102,Ambabari Varg Shala ,28,20.760200500488281,73.433700561523438
662,25,22,24240509601,Prathmik Shala Nani Vaghai ,52,20.7637996673584,73.489303588867187
663,25,23,24240509301,Vati Prathmik Shala,57,20.81410026550293,73.478797912597656
664,26,1,24240509003,Vadli Mukhya Shala Vansda ,259,20.753000259399414,73.369300842285156
665,26,2,24240502201,Prathmik Shala Gangpur ,132,20.72599983215332,73.327796936035156
666,26,3,24240505601,Prathmik Shala Mindhabari ,145,20.730899810791016,73.331703186035156
667,26,4,24240502202,Gangpur Upla Falia Varg Shala ,101,20.721700668334961,73.343803405761719
668,26,5,24240500903,Nichla Falia Boriach,55,20.717399597167969,73.347099304199219
669,26,6,24240401001,Boriach Prathmik Shala,189,20.87919998,73.05139923
670,26,7,24240500902,Tanka Falia Varg Shala Boriach ,63,20.707700729370117,73.355903625488281
671,26,8,24240504501,Prathmik Shala Khata Amba ,303,20.686899185180664,73.352096557617188
672,26,9,24240504502,Charmuli Varg Shala Khata amba ,140,20.67180061340332,73.3572998046875
673,26,10,24240504503,Babuniya Varg Shala Khata Amba ,72,20.666599273681641,73.338699340820313
674,26,11,24240504801,Prathmik Shala Lachkadi ,219,20.692600250244141,73.3479995727539
675,26,12,24240502301,Prathmik Shala Ghodmal ,250,20.668800354003906,73.314201354980469
676,26,13,24240502303,Dungerpada Varg Shala Ghodmal ,58,20.663200378417969,73.3041000366211
677,26,14,24240502302,Rajumber Varg Shala Ghodmal,104,20.66670036315918,73.305496215820313
678,26,15,24240502304,Kasarpada Varg Shala Ghodmal,52,20.661199569702148,73.304496765136719
679,26,16,24240503101,Prathmik Shala Kanadha ,396,20.651199340820312,73.318099975585938
680,26,17,24240500601,Prathmik Shala Bedmal ,197,20.6289005279541,73.309898376464844
681,26,18,24240505703,Tanka Falia Varg Shala Mola Amba,84,20.630500793457031,73.354499816894531
682,26,19,24240503104,Kandha Varg Shala Kelipani,84,20.624200820922852,73.335899353027344
683,26,20,24240501501,Patli Falia Varg Shala Chondha ,61,20.619100570678711,73.326103210449219
684,26,21,24240503103,Khora Falia Varg Shala Kanadha ,93,20.645999908447266,73.340896606445312
685,26,22,24240503102,Samarpada Prathmik Shala,95,20.642299652099609,73.313003540039063
686,26,23,24240506201,Prathmik Shala Nava Nagar ,184,20.723100662231445,73.364997863769531
687,26,24,24240509101,Prathmik Shala Vansiya Talav ,223,20.740900039672852,73.35980224609375
688,27,1,24240504601,Prathmik Shala Kukda ,82,20.806499481201172,73.376502990722656
689,27,2,24240504701,Prathmik Shala Kureliya ,162,20.812599182128906,73.359100341796875
690,27,3,24240500701,Prathmik Shala Bhinar,145,20.816499710083008,73.332199096679688
691,27,4,24240500706,Pati Falia Varg Shala Bhinar ,27,20.817100524902344,73.329498291015625
692,27,5,24240500703,Dungri Falia Varg Shala Bhinar ,52,20.8125,73.335296630859375
693,27,6,24240500705,Tankli Falia Varg Shala Bhinar ,45,20.81719970703125,73.329299926757813
694,27,7,24240500704,Desai Falia Varg Shala Bhinar ,42,20.817100524902344,73.32879638671875
695,27,8,24240506501,Prathmik Shala Palgabhan ,116,20.827499389648438,73.305099487304688
696,27,9,24240506503,Pelad Falia Varg Shala Palgabhan ,29,20.822500228881836,73.3053970336914
697,27,10,24240506502,Gamit Falia Varg Shala Palgabhan ,42,20.829900741577148,73.308097839355469
698,27,11,24240506504,Patel Falia Varg Shala Palgabhan ,43,20.826200485229492,73.308097839355469
699,27,12,24240501001,Prathmik Shala Chadhav ,61,20.835800170898438,73.33270263671875
700,27,13,24240501301,Charvi Prathmik Shala,110,20.848199844360352,73.338798522949219
701,27,14,24240508302,Gamit Falia Varg Shala Unai ,23,20.849399566650391,73.339996337890625
702,27,15,24240508303,Prathmik Shala Unai ,279,20.85059928894043,73.335502624511719
703,27,16,24240507705,Prathmik Shala Sindhai ,153,20.870899200439453,73.309600830078125
704,27,17,24240507702,Dutala Falia Varg Shala Sindhai,15,20.878000259399414,73.313400268554688
705,27,18,24240507701,Mota Falia Varg Shala Sindhai ,60,20.870100021362305,73.308700561523438
706,27,19,24240507704,Rajmala Varg Shala Sindhai ,18,20.8528995513916,73.309402465820313
707,27,20,24240507703,Lilvan Falia Varg Shala Sindhai ,35,20.8612003326416,73.317596435546875
708,27,21,24240504201,Prathmik Shala Khambhalia,161,20.858499526977539,73.343299865722656
709,27,22,24240500501,Prathmik Shala Bartad (Unai),177,20.838199615478516,73.355499267578125
710,27,23,24240503801,Prathmik Shala Kelkutch ,79,20.827899932861328,73.3656005859375
711,27,24,24240501801,Dharampuri Prathmik Shala,171,20.813800811767578,73.381401062011719
712,27,25,24240507501,Prathmik Shala Sara ,180,20.807399749755859,73.4092025756836
713,27,26,24240507502,Sara Bhil Falia Prathmik Shala,21,20.810100555419922,73.3927993774414
714,27,27,24240503901,Prathmik Shala Kevdi ,94,20.791599273681641,73.428703308105469
715,27,28,24240504401,Prathmik Shala Kharjai ,243,20.806999206542969,73.429397583007812
716,27,29,24240504402,Navi Vasahat Varg Shala Kharjai,40,20.805500030517578,73.441703796386719
717,27,30,24240502801,Prathmik Shala Kala Amba ,46,20.803699493408203,73.4574966430664
718,27,31,24240507401,Prathmik Shala Sadaddevi ,14,20.793600082397461,73.472297668457031
719,28,1,24240505701,Prathmik Shala Mola Amba ,193,20.614999771118164,73.35150146484375
720,28,2,24240508201,Prathmik Shala Umarkui,206,20.729799270629883,73.3156967163086
721,28,3,24240503601,Prathmik Shala Kavdej,145,20.700000762939453,73.305000305175781
722,28,4,24240508501,Prathmik Shala Vadichondha ,138,20.687299728393555,73.294097900390625
723,28,5,24240503701,Prathmik Shala Keliya ,167,20.693599700927734,73.273002624511719
724,28,6,24240506601,Prathmik Shala Pipalkhed,224,20.675699234008789,73.276901245117188
725,28,7,24240507202,Prathmik Shala Dunger Falia Ravaniya ,99,20.649799346923828,73.2844009399414
726,28,8,24240507201,Prathmik Shala Ravaniya ,186,20.649900436401367,73.275398254394531
727,28,9,24240500302,Vanzarwadi Prathmik Shala,46,20.619600296020508,73.26409912109375
728,28,10,24240500301,Anklach Prathmik Shala,296,20.614299774169922,73.270698547363281
729,28,11,24240502901,Prathmik Shala Kamalzari ,91,20.60519981,73.28959656
730,28,12,24240500303,Sattabari Varg Shala Anklach,51,20.59869957,73.26519775
731,28,13,24240502902,"Prathmik Shala Kamalzari, Nichla Falia ",35,20.59090042,73.28289795
732,28,14,24240507601,Satimal Prathmik Shala,238,20.57909966,73.26080322
733,28,15,24240504301,Prathmik Shala Khanpur ,260,20.60479927,73.24210358
734,28,16,24240500402,Jagiri Falia Varg Shala Bartad,230,20.60460091,73.2213974
735,28,17,24240500401,Prathmik Shala Bartad (Khanpur),200,20.616800308227539,73.237800598144531
736,28,18,24240500403,Ballabari Varg Shala Bartad,67,20.627399444580078,73.224800109863281
737,28,19,24240504901,Prathmik Shala Lakadbari,174,20.625499725341797,73.253997802734375
738,28,20,24240504902,Upla Falia Varg Shala Lakadbari ,55,20.62789917,73.25509644
739,28,21,24240501901,Prathmik Shala Dholumber ,191,20.752700805664063,73.267196655273437
740,28,22,24240505702,Nandiyamal Varg Shala,65,20.60580063,73.33740234
741,28,23,24240501502,Prathmik Shala Chondha ,385,20.59980011,73.30439758
742,28,24,24240500602,Mulgam Varg Shala Bedmal,44,20.622900009155273,73.296096801757812
